Player_Name,Country,Mat_Bat,Inns_Bat,NO,Runs,HS,Ave,BF,SR,100s,50s,4s,6s,Ct,St,Mat_Bowl,Inns_Bowl,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10w
Rohit Gurunath Sharma,India,111,103,15,2864,118,32.54,2061,138.96,4,22,252,133,41,0,111,9,68,113,1,Jan-22,Jan-22,113,9.97,68,0,0,0
Shardul Narendra Thakur,India,22,5,3,69,22*,34.5,35,197.14,0,0,5,4,4,0,22,21,455,691,31,Apr-27,Apr-27,22.29,9.11,14.6,1,0,0
Varun Chakravarthy Vinod,India,3,1,0,0,0,0,2,0,0,0,0,0,0,0,3,3,69,61,2,Jan-18,Jan-18,30.5,5.3,34.5,0,0,0
Suryakumar Ashok Yadav,India,4,3,0,139,57,46.33,82,169.51,0,2,14,7,7,0,4,-,-,-,-,-,-,-,-,-,-,-,-
Zeeshan Maqsood,Oman,31,26,4,547,56,24.86,490,111.63,0,2,66,12,9,0,31,21,396,447,18,04-Jul,04-Jul,24.83,6.77,22,1,0,0
Aqib Ilyas Sulehri,Oman,22,22,4,408,60,22.66,356,114.6,0,2,47,7,7,0,22,4,54,59,2,01-Sep,01-Sep,29.5,6.55,27,0,0,0
Ayaan Khan,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilal Khan,Oman,35,11,8,19,6*,6.33,30,63.33,0,0,1,0,8,0,35,34,733,829,51,Apr-19,Apr-19,16.25,6.78,14.3,3,0,0
Nestor Dhamba,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmad Fayyaz Butt,Oman,14,6,4,57,25*,28.5,48,118.75,0,0,4,2,2,0,14,14,261,313,10,Mar-16,Mar-16,31.3,7.19,26.1,0,0,0
Jatinder Singh,Oman,28,28,3,697,68*,27.88,611,114.07,0,3,72,8,12,0,28,1,12,17,0,-,-,-,8.5,-,0,0,0
Kaleemullah,Oman,8,3,0,24,15,8,14,171.42,0,0,0,3,1,0,8,8,138,170,3,Feb-23,Feb-23,56.66,7.39,46,0,0,0
Khawar Ali,Oman,32,31,2,601,72*,20.72,603,99.66,0,2,66,14,12,0,32,30,546,590,35,Apr-16,Apr-16,16.85,6.48,15.6,2,0,0
Khurram Nawaz Khan,Oman,19,14,3,216,58,19.63,185,116.75,0,1,12,10,3,0,19,-,-,-,-,-,-,-,-,-,-,-,-
Mohammad Nadeem,Oman,25,14,3,97,29,8.81,111,87.38,0,0,7,1,8,0,25,25,462,520,24,Apr-23,Apr-23,21.66,6.75,19.2,1,0,0
Muhammad Naseem Khushi,Oman,13,9,2,119,29,17,82,145.12,0,0,6,8,2,0,13,-,-,-,-,-,-,-,-,-,-,-,-
Sandeep Goud,Oman,15,8,3,89,31*,17.8,90,98.88,0,0,4,3,5,0,15,2,36,48,2,Feb-36,Feb-36,24,8,18,0,0,0
Sufyan Mehmood,Oman,4,2,1,19,13*,19,41,46.34,0,0,2,0,1,0,4,4,51,59,2,Jan-20,Jan-20,29.5,6.94,25.5,0,0,0
Suraj Kumar,Oman,16,10,2,105,42*,13.12,94,111.7,0,0,9,3,7,2,16,-,-,-,-,-,-,-,-,-,-,-,-
Mohammad Babar Azam,Pakistan,61,56,9,2204,122,46.89,1687,130.64,1,20,231,33,29,0,61,-,-,-,-,-,-,-,-,-,-,-,-
Shadab Khan,Pakistan,53,22,7,226,42,15.06,178,126.96,0,0,13,12,19,0,53,49,1083,1336,58,Apr-14,Apr-14,23.03,7.4,18.6,1,0,0
Asif Ali,Pakistan,29,27,6,344,41*,16.38,278,123.74,0,0,15,19,10,0,29,-,-,-,-,-,-,-,-,-,-,-,-
Fakhar Zaman,Pakistan,53,48,1,1021,91,21.72,749,136.31,0,5,112,34,26,0,53,1,6,12,0,-,-,-,12,-,0,0,0
Haider Ali,Pakistan,15,14,1,256,66*,19.69,194,131.95,0,2,22,12,3,0,15,-,-,-,-,-,-,-,-,-,-,-,-
Haris Rauf,Pakistan,23,3,1,6,6,3,7,85.71,0,0,0,1,6,0,23,21,471,702,28,Mar-29,Mar-29,25.07,8.94,16.8,0,0,0
Hasan Ali,Pakistan,41,17,10,119,23,17,63,188.88,0,0,6,10,9,0,41,40,817,1130,52,Apr-18,Apr-18,21.73,8.29,15.7,1,0,0
Syed Imad Wasim,Pakistan,52,36,11,328,47,13.12,224,146.42,0,0,34,8,20,0,52,51,1104,1178,51,May-14,May-14,23.09,6.4,21.6,1,1,0
Mohammad Hafeez,Pakistan,113,103,11,2429,99*,26.4,2008,120.96,0,14,241,74,29,0,113,75,1225,1336,60,04-Oct,04-Oct,22.26,6.54,20.4,1,0,0
Mohammad Nawaz,Pakistan,24,9,3,70,25*,11.66,70,100,0,0,4,3,9,0,24,24,462,544,20,02-Nov,02-Nov,27.2,7.06,23.1,0,0,0
Mohammad Rizwan,Pakistan,43,32,10,1065,104*,48.4,825,129.09,1,8,96,30,20,6,43,-,-,-,-,-,-,-,-,-,-,-,-
Mohammad Wasim,Pakistan,4,1,1,1,1*,-,3,33.33,0,0,0,0,1,0,4,4,38,69,2,Jan-20,Jan-20,34.5,10.89,19,0,0,0
Sarfaraz Ahmed,Pakistan,60,41,12,812,89*,28,641,126.67,0,3,79,15,36,10,60,-,-,-,-,-,-,-,-,-,-,-,-
Shaheen Shah Afridi,Pakistan,30,4,3,19,10*,19,18,105.55,0,0,1,1,8,0,30,30,644,877,32,Mar-20,Mar-20,27.4,8.17,20.1,0,0,0
Shoaib Malik,Pakistan,116,106,31,2335,75,31.13,1880,124.2,0,8,192,61,50,0,116,48,558,659,28,02-Jul,02-Jul,23.53,7.08,19.9,0,0,0
Sohaib Maqsood,Pakistan,26,22,2,273,37,13.65,234,116.66,0,0,20,11,7,0,26,1,6,12,0,-,-,-,12,-,0,0,0
Asadollah Vala,P.N.G.,28,26,4,516,68,23.45,473,109.09,0,3,47,13,14,0,28,18,293,286,22,03-Jul,03-Jul,13,5.85,13.3,0,0,0
Charles Jordan Alewa Amini,P.N.G.,25,20,4,419,60,26.18,359,116.71,0,2,20,14,5,0,25,23,426,422,21,Feb-13,Feb-13,20.09,5.94,20.2,0,0,0
Simon Kwalahu Atai,P.N.G.,4,2,1,28,28*,28,26,107.69,0,0,2,0,1,0,4,2,24,31,0,-,-,-,7.75,-,0,0,0
Sese Bau,P.N.G.,25,19,4,401,40*,26.73,372,107.79,0,0,25,12,8,0,25,12,102,102,4,02-Apr,02-Apr,25.5,6,25.5,0,0,0
Kiplin Doriga,P.N.G.,19,13,1,119,43*,9.91,125,95.19,0,0,3,3,16,1,19,-,-,-,-,-,-,-,-,-,-,-,-
Hiri Hiri,P.N.G.,5,4,0,9,4,2.25,15,60,0,0,0,0,0,0,5,1,6,5,0,-,-,-,5,-,0,0,0
Jason Kila,P.N.G.,14,7,4,64,27*,21.33,36,177.77,0,0,4,5,3,0,14,9,102,99,3,01-May,01-May,33,5.82,34,0,0,0
Kabua Vagi Morea,P.N.G.,1,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,18,30,0,-,-,-,10,-,0,0,0
Nosaina Pokana,P.N.G.,21,7,5,20,8*,10,28,71.42,0,0,0,0,6,0,21,20,383,381,21,Mar-21,Mar-21,18.14,5.96,18.2,0,0,0
Damien Apa Ravu,P.N.G.,18,4,1,10,6,3.33,9,111.11,0,0,1,0,5,0,18,17,271,256,24,May-15,May-15,10.66,5.66,11.2,1,1,0
Lega Siaka,P.N.G.,26,22,2,296,39,14.8,271,109.22,0,0,26,7,20,0,26,5,72,56,9,Mar-16,Mar-16,6.22,4.66,8,0,0,0
Chad Aiwati Soper,P.N.G.,15,6,4,37,19,18.5,41,90.24,0,0,0,3,2,0,15,14,234,210,16,Mar-13,Mar-13,13.12,5.38,14.6,0,0,0
Gaudi Toka,P.N.G.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Pala Ura,P.N.G.,25,25,5,754,107*,37.7,533,141.46,1,5,59,35,8,0,25,-,-,-,-,-,-,-,-,-,-,-,-
Norman Vanua,P.N.G.,27,24,9,344,54,22.93,228,150.87,0,1,13,24,8,0,27,25,490,505,35,May-17,May-17,14.42,6.18,14,1,1,0
Aaron James Finch,Australia,76,76,10,2473,172,37.46,1646,150.24,2,15,248,107,33,0,76,2,12,27,0,-,-,-,13.5,-,0,0,0
Ashton Charles Agar,Australia,39,23,4,214,29,11.26,206,103.88,0,0,15,6,26,0,39,39,810,911,42,Jun-30,Jun-30,21.69,6.74,19.2,0,2,0
Daniel Trevor Christian,Australia,23,14,6,118,39,14.75,93,126.88,0,0,7,6,6,0,23,21,279,398,13,Mar-27,Mar-27,30.61,8.55,21.4,0,0,0
Patrick James Cummins,Australia,30,13,6,48,13*,6.85,42,114.28,0,0,3,2,9,0,30,30,660,763,37,Mar-15,Mar-15,20.62,6.93,17.8,0,0,0
Nathan Ellis,Australia,2,1,0,1,1,1,7,14.28,0,0,0,0,0,0,2,2,48,50,5,Mar-34,Mar-34,10,6.25,9.6,0,0,0
Josh Reginald Hazlewood,Australia,17,4,2,19,13*,9.5,11,172.72,0,0,2,1,2,0,17,17,400,532,21,Apr-30,Apr-30,25.33,7.98,19,1,0,0
Joshua Patrick Inglis,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Ross Marsh,Australia,30,30,5,700,75,28,582,120.27,0,4,53,27,12,0,30,17,210,268,15,Mar-24,Mar-24,17.86,7.65,14,0,0,0
Glenn James Maxwell,Australia,72,65,9,1780,145*,31.78,1120,158.92,3,9,147,93,35,0,72,47,648,811,31,03-Oct,03-Oct,26.16,7.5,20.9,0,0,0
Kane William Richardson,Australia,26,5,2,16,9,5.33,15,106.66,0,0,0,0,12,0,26,26,534,705,29,Mar-18,Mar-18,24.31,7.92,18.4,0,0,0
Daniel Richard Sams,Australia,4,4,2,54,41,27,23,234.78,0,0,4,4,2,0,4,4,82,156,4,Feb-40,Feb-40,39,11.41,20.5,0,0,0
Steven Peter Devereux Smith,Australia,45,37,8,794,90,27.37,613,129.52,0,4,66,21,29,0,45,17,291,377,17,Mar-20,Mar-20,22.17,7.77,17.1,0,0,0
Mitchell Aaron Starc,Australia,41,15,8,70,14,10,73,95.89,0,0,3,1,13,0,41,41,924,1113,51,03-Nov,03-Nov,21.82,7.22,18.1,0,0,0
Marcus Peter Stoinis,Australia,28,23,8,376,78,25.06,281,133.8,0,1,34,13,13,0,28,18,254,359,10,Feb-27,Feb-27,35.9,8.48,25.4,0,0,0
Mitchell Joseph Swepson,Australia,7,4,4,30,14*,-,22,136.36,0,0,1,2,4,0,7,7,138,173,11,03-Dec,03-Dec,15.72,7.52,12.5,0,0,0
Matthew Scott Wade,Australia,48,39,5,655,80,19.26,529,123.81,0,3,48,25,26,3,48,-,-,-,-,-,-,-,-,-,-,-,-
David Andrew Warner,Australia,81,81,9,2265,100*,31.45,1621,139.72,1,18,218,89,44,0,81,-,-,-,-,-,-,-,-,-,-,-,-
Adam Zampa,Australia,50,12,6,44,13*,7.33,45,97.77,0,0,4,0,9,0,50,49,1049,1218,52,Mar-14,Mar-14,23.42,6.96,20.1,0,0,0
Kane Stuart Williamson,New Zealand,67,65,8,1805,95,31.66,1443,125.08,0,13,182,41,32,0,67,12,118,164,6,Feb-16,Feb-16,27.33,8.33,19.6,0,0,0
Todd Duncan Astle,New Zealand,4,2,0,4,3,2,10,40,0,0,0,0,3,0,4,4,60,82,7,Apr-13,Apr-13,11.71,8.19,8.5,1,0,0
Trent Alexander Boult,New Zealand,34,10,5,28,8,5.6,38,73.68,0,0,2,0,13,0,34,34,755,1074,46,Apr-34,Apr-34,23.34,8.53,16.4,1,0,0
Mark Sinclair Chapman,New Zealand,30,28,4,535,63*,22.29,456,117.32,0,1,44,15,10,0,30,6,78,95,4,01-Sep,01-Sep,23.75,7.3,19.5,0,0,0
Devon Philip Conway,New Zealand,14,11,3,473,99*,59.12,313,151.11,0,4,49,14,6,1,14,-,-,-,-,-,-,-,-,-,-,-,-
Lachlan Hammond Ferguson,New Zealand,13,1,0,1,1,1,3,33.33,0,0,0,0,4,0,13,13,276,316,24,May-21,May-21,13.16,6.86,11.5,0,1,0
Martin James Guptill,New Zealand,102,98,7,2939,105,32.29,2148,136.82,2,17,256,147,58,0,102,1,6,11,0,-,-,-,11,-,0,0,0
Kyle Alex Jamieson,New Zealand,8,4,2,41,30,20.5,27,151.85,0,0,7,0,3,0,8,8,172,281,4,Feb-15,Feb-15,70.25,9.8,43,0,0,0
Daryl Joseph Mitchell,New Zealand,15,13,4,148,34*,16.44,108,137.03,0,0,13,4,8,0,15,6,67,110,5,Feb-27,Feb-27,22,9.85,13.4,0,0,0
James Douglas Sheahan Neesham,New Zealand,29,22,7,324,48*,21.6,206,157.28,0,0,28,19,9,0,29,23,313,493,18,Mar-16,Mar-16,27.38,9.45,17.3,0,0,0
Glenn Dominic Phillips,New Zealand,25,22,4,506,108,28.11,338,149.7,1,2,39,29,17,2,25,4,45,57,2,01-Nov,01-Nov,28.5,7.6,22.5,0,0,0
Mitchell Josef Santner,New Zealand,52,37,15,335,37,15.22,264,126.89,0,0,24,11,24,0,52,51,1046,1287,60,04-Nov,04-Nov,21.45,7.38,17.4,2,0,0
Tim Louis Seifert,New Zealand,35,32,4,695,84*,24.82,522,133.14,0,5,57,37,20,6,35,-,-,-,-,-,-,-,-,-,-,-,-
Inderbir Singh Sodhi,New Zealand,57,10,4,76,16*,12.66,70,108.57,0,0,4,5,16,0,57,55,1179,1586,73,Apr-28,Apr-28,21.72,8.07,16.1,2,0,0
Timothy Grant Southee,New Zealand,83,35,13,249,39,11.31,174,143.1,0,0,16,16,44,0,83,81,1782,2492,99,May-18,May-18,25.17,8.39,18,1,1,0
